today_close,predicted_next_close,actual_next_close,signal,actual_return_pct,equity_curve
31.65,21.115202,30.38,SELL,-4.012638230647708,0.4006063570211544
30.38,21.125013,28.27,SELL,-6.945358788676758,0.42842990584652085
28.27,21.083443,29.96,SELL,5.978068623983026,0.40281807206935
29.96,20.99478,30.21,SELL,0.8344459279038717,0.3994567730701064
30.21,20.927822,29.37,SELL,-2.780536246276067,0.4105638134335255
29.37,20.841995,29.54,SELL,0.5788219271365276,0.4081873800564843
29.54,20.74114,31.6,SELL,6.973595125253901,0.37972204481896366
31.6,20.676657,32.07,SELL,1.4873417721518951,0.37407428022830186
32.07,20.736633,30.8,SELL,-3.960087309011536,0.3888879483258991
30.8,20.878212,31.22,SELL,1.3636363636363578,0.3835849308487278
31.22,20.987438,29.7,SELL,-4.86867392696989,0.40226043036474524
29.7,21.05191,30.51,SELL,2.727272727272735,0.39128969135479763
30.51,21.094463,31.14,SELL,2.0648967551622386,0.38320996321472806
31.14,21.1684,31.31,SELL,0.5459216441875342,0.3811179370828558
31.31,21.23513,31.44,SELL,0.41520281060364916,0.37953552469637314
31.44,21.292526,30.38,SELL,-3.3715012722646382,0.39233156974020766
30.38,21.341091,30.46,SELL,0.26333113890718185,0.39129843854931834
30.46,21.331377,30.46,SELL,0.0,0.39129843854931834
30.46,21.295385,31.22,SELL,2.4950755088640775,0.38153524704250674
31.22,21.331944,30.55,SELL,-2.146060217809091,0.38972322319620567
30.55,21.38511,29.96,SELL,-1.9312602291325691,0.3972497928094875
29.96,21.369116,32.03,SELL,6.909212283044059,0.3698029613303273
32.03,21.369835,31.65,SELL,-1.1863877614736265,0.3741902584051173
31.65,21.466928,32.15,SELL,1.5797788309636653,0.36827887991530506
32.15,21.563131,32.15,SELL,0.0,0.36827887991530506
32.15,21.703856,31.77,SELL,-1.1819595645412102,0.3726317873606493
31.77,21.794975,31.65,SELL,-0.37771482530689643,0.3740392728653166
31.65,21.872917,33.0,SELL,4.2654028436019,0.3580849910843315
33.0,21.932318,33.42,SELL,1.272727272727278,0.3535275457432582
33.42,22.101738,33.38,SELL,-0.11968880909634692,0.3539506786525858
33.38,22.27269,32.41,SELL,-2.9059316956261414,0.3642362436104351
32.41,22.369267,30.17,SELL,-6.911447084233247,0.38941023884916925
30.17,22.347013,29.28,SELL,-2.949950281736826,0.4008976472872124
29.28,22.211432,29.37,SELL,0.3073770491803274,0.3996653799287476
29.37,22.101213,27.93,SELL,-4.9029622063329965,0.4192608224584513
27.93,21.942955,26.12,SELL,-6.480486931614747,0.44643096526725173
26.12,21.669897,26.16,SELL,0.15313935681469812,0.4457473037584198
26.16,21.407196,27.0,SELL,3.211009174311926,0.4314343169404889
27.0,21.170326,26.58,SELL,-1.555555555555562,0.4381455174262298
26.58,20.99093,24.73,SELL,-6.960120391271625,0.4686409729280554
24.73,20.803413,23.63,SELL,-4.448038819247882,0.4894863053267963
23.63,20.658041,21.98,SELL,-6.982649174777819,0.5236654167863484
21.98,20.433752,23.5,SELL,6.915377616014556,0.48745197577109595
23.5,20.221136,22.83,SELL,-2.851063829787241,0.501349542739889
22.83,20.13586,22.15,SELL,-2.978537012702583,0.5162824244334118
22.15,20.085873,20.68,SELL,-6.63656884875846,0.5505458629849744
20.68,19.97742,19.75,SELL,-4.497098646034814,0.5753044535350724
19.75,19.751242,20.55,BUY,4.050632911392409,0.5986079250706703
20.55,19.591564,21.48,SELL,4.525547445255473,0.5715176394105378
21.48,19.474524,21.1,SELL,-1.7690875232774628,0.5816282866626795
21.1,19.419847,21.77,SELL,3.175355450236958,0.5631595211620163
21.77,19.388403,21.94,SELL,0.7808911345888916,0.5587618583876689
21.94,19.416891,21.94,SELL,0.0,0.5587618583876689
21.94,19.442232,21.1,SELL,-3.828623518687328,0.5801547463113537
21.1,19.488564,20.72,SELL,-1.8009478672985901,0.5906030308420795
20.72,19.51266,19.66,SELL,-5.11583011583011,0.620817278558904
19.66,19.398735,19.87,SELL,1.068158697863687,0.6141859648001364
19.87,19.306467,19.32,SELL,-2.7679919476597923,0.6311865828494608
19.32,19.112642,20.68,SELL,7.039337474120081,0.5867552291913207
20.68,18.91544,21.22,SELL,2.611218568665373,0.5714337676940618
21.22,18.793732,20.68,SELL,-2.5447690857681393,0.5859754375599805
20.68,18.716072,20.68,SELL,0.0,0.5859754375599805
20.68,18.70144,20.63,SELL,-0.2417794970986495,0.5873922060260346
